Location,Property_Type,Bedrooms,Bathrooms,House_Size_sqm,Lot_Size_sqm,Year_Built,Furnishing,Water_Supply,Power_Supply,Annual_Rent_NGN
Agbowo,3 Bedroom Flat,3,3,134,595,1997,Unfurnished,Borehole,Stable,1138000
Agbowo,Room,1,1,27,395,2002,Semi-Furnished,Borehole,Moderate,239000
Agbowo,2 Bedroom Flat,2,2,87,606,2003,Unfurnished,Public,Poor,587000
Challenge,Self Contained,1,1,39,772,1990,Fully Furnished,Borehole,Poor,306000
Ajibode,Room,1,1,25,489,2021,Fully Furnished,Well,Stable,243000
Ajibode,2 Bedroom Flat,2,2,71,577,2001,Unfurnished,Borehole,Poor,798000
Ajibode,Room,1,1,21,587,2005,Unfurnished,Well,Moderate,176000
Ajibode,2 Bedroom Flat,2,2,76,498,2013,Semi-Furnished,Well,Moderate,903000
Mokola,Room,1,1,23,671,2009,Unfurnished,Well,Moderate,192000
Oluyole,Mini Flat,1,2,55,427,2021,Semi-Furnished,Well,Stable,792000
Bodija,Room,1,1,18,789,2016,Semi-Furnished,Borehole,Stable,333000
Ajibode,Self Contained,1,1,28,662,2023,Unfurnished,Borehole,Poor,343000
Bodija,3 Bedroom Flat,3,3,119,381,2011,Semi-Furnished,Well,Stable,1916000
Bodija,Self Contained,1,1,33,855,1992,Unfurnished,Borehole,Moderate,406000
Ajibode,Mini Flat,1,2,64,580,2006,Semi-Furnished,Public,Stable,541000
Agbowo,Mini Flat,1,2,50,419,2003,Semi-Furnished,Well,Stable,644000
Agbowo,Room,1,1,18,748,2016,Semi-Furnished,Borehole,Moderate,227000
Akobo,2 Bedroom Flat,2,2,72,639,2009,Unfurnished,Borehole,Moderate,1135000
Akobo,2 Bedroom Flat,2,2,91,231,2020,Unfurnished,Well,Moderate,747000
Ajibode,Room,1,1,27,455,2020,Unfurnished,Borehole,Moderate,144000
Agbowo,Self Contained,1,1,35,600,2018,Unfurnished,Well,Moderate,279000
Akobo,Room,1,1,18,200,2021,Fully Furnished,Well,Moderate,427000
Bodija,Mini Flat,1,2,50,565,2019,Semi-Furnished,Well,Moderate,773000
Mokola,Room,1,1,28,578,2016,Semi-Furnished,Public,Poor,190000
Akobo,Self Contained,1,1,38,336,2008,Semi-Furnished,Borehole,Stable,470000
Ajibode,2 Bedroom Flat,2,2,74,598,2017,Semi-Furnished,Borehole,Moderate,585000
Ajibode,Mini Flat,1,2,63,551,1999,Semi-Furnished,Borehole,Moderate,707000
Akobo,Room,1,1,24,335,2005,Unfurnished,Well,Poor,302000
Ajibode,2 Bedroom Flat,2,2,92,715,2020,Fully Furnished,Well,Moderate,1107000
Akobo,Room,1,1,27,700,1999,Unfurnished,Borehole,Moderate,372000
Apata,2 Bedroom Flat,2,2,81,497,1999,Unfurnished,Borehole,Moderate,432000
Akobo,Self Contained,1,1,28,514,2017,Fully Furnished,Well,Poor,544000
Agbowo,Room,1,1,18,680,2001,Semi-Furnished,Well,Moderate,287000
Akobo,Mini Flat,1,2,64,513,2022,Unfurnished,Borehole,Stable,503000
Bodija,2 Bedroom Flat,2,2,90,202,2017,Unfurnished,Borehole,Moderate,1172000
Bodija,Mini Flat,1,2,52,637,2007,Unfurnished,Borehole,Moderate,662000
Apata,3 Bedroom Flat,3,3,142,403,2017,Unfurnished,Borehole,Poor,905000
Agbowo,Room,1,1,29,479,2017,Semi-Furnished,Public,Stable,293000
Ologuneru,Room,1,1,28,812,2003,Semi-Furnished,Public,Stable,235000
Ring Road,Room,1,1,23,525,1997,Unfurnished,Borehole,Moderate,190000
Ajibode,Self Contained,1,1,29,550,2019,Semi-Furnished,Borehole,Stable,316000
Ajibode,Self Contained,1,1,34,641,1992,Fully Furnished,Public,Poor,517000
Ajibode,Self Contained,1,1,31,640,1999,Unfurnished,Borehole,Poor,327000
Ajibode,Self Contained,1,1,34,384,1998,Semi-Furnished,Well,Poor,330000
Ajibode,Room,1,1,20,539,2002,Unfurnished,Borehole,Moderate,251000
Oluyole,Room,1,1,23,556,2011,Unfurnished,Well,Stable,220000
Ajibode,Self Contained,1,1,26,598,2013,Semi-Furnished,Borehole,Moderate,370000
Agbowo,Room,1,1,19,602,1996,Unfurnished,Borehole,Stable,145000
Mokola,Self Contained,1,1,27,1015,2002,Semi-Furnished,Well,Stable,295000
Ajibode,3 Bedroom Flat,3,3,111,338,1995,Semi-Furnished,Borehole,Stable,1100000
Mokola,Room,1,1,29,726,1999,Semi-Furnished,Borehole,Stable,213000
Agbowo,Mini Flat,1,2,45,763,2000,Unfurnished,Borehole,Poor,565000
Ajibode,Mini Flat,1,2,51,638,2018,Unfurnished,Borehole,Moderate,417000
Oluyole,Room,1,1,18,432,2005,Unfurnished,Public,Moderate,259000
Akobo,Self Contained,1,1,27,849,2009,Unfurnished,Borehole,Stable,498000
Ring Road,3 Bedroom Flat,3,3,129,200,2010,Unfurnished,Borehole,Moderate,1095000
Oluyole,Self Contained,1,1,37,427,2018,Semi-Furnished,Public,Moderate,440000
Challenge,Mini Flat,1,2,57,760,2003,Fully Furnished,Public,Stable,428000
Agbowo,2 Bedroom Flat,2,2,89,483,2005,Fully Furnished,Well,Stable,1150000
Ajibode,Self Contained,1,1,39,837,1998,Unfurnished,Public,Moderate,261000
Challenge,Duplex,4,4,270,277,1995,Semi-Furnished,Well,Moderate,2298000
Challenge,Mini Flat,1,2,54,349,2018,Unfurnished,Public,Moderate,451000
Ologuneru,Self Contained,1,1,36,454,2007,Semi-Furnished,Well,Moderate,274000
Agbowo,Mini Flat,1,2,55,625,2013,Fully Furnished,Borehole,Stable,740000
Agbowo,Self Contained,1,1,31,510,2006,Semi-Furnished,Well,Moderate,408000
Challenge,Mini Flat,1,2,59,461,2010,Fully Furnished,Well,Stable,562000
Agbowo,Room,1,1,29,805,2008,Unfurnished,Public,Poor,230000
Apata,3 Bedroom Flat,3,3,122,822,2012,Unfurnished,Borehole,Stable,911000
Mokola,Self Contained,1,1,36,475,2016,Unfurnished,Borehole,Stable,308000
Agbowo,Room,1,1,25,242,2000,Unfurnished,Borehole,Stable,163000
Challenge,Self Contained,1,1,32,200,2015,Unfurnished,Borehole,Stable,256000
Challenge,2 Bedroom Flat,2,2,93,593,2000,Unfurnished,Borehole,Stable,558000
Ajibode,2 Bedroom Flat,2,2,70,668,2011,Fully Furnished,Well,Moderate,984000
Ring Road,Self Contained,1,1,37,561,2008,Unfurnished,Well,Stable,318000
Bodija,Self Contained,1,1,33,537,1997,Unfurnished,Well,Stable,393000
Mokola,Self Contained,1,1,37,405,2012,Unfurnished,Borehole,Moderate,298000
Agbowo,Duplex,4,4,207,667,2012,Semi-Furnished,Public,Moderate,2367000
Ring Road,Room,1,1,27,852,1998,Unfurnished,Borehole,Stable,209000
Agbowo,2 Bedroom Flat,2,2,93,200,2013,Unfurnished,Well,Poor,810000
Ajibode,2 Bedroom Flat,2,2,98,536,2001,Semi-Furnished,Borehole,Stable,857000
Ring Road,Room,1,1,20,375,2001,Fully Furnished,Public,Moderate,284000
Ajibode,Self Contained,1,1,35,281,2021,Semi-Furnished,Borehole,Stable,338000
Agbowo,Self Contained,1,1,27,346,1991,Semi-Furnished,Borehole,Moderate,301000
Apata,2 Bedroom Flat,2,2,80,618,1995,Semi-Furnished,Borehole,Stable,692000
Apata,3 Bedroom Flat,3,3,156,622,1993,Semi-Furnished,Borehole,Moderate,727000
Akobo,Duplex,4,4,222,812,2002,Unfurnished,Borehole,Moderate,2838000
Akobo,Room,1,1,19,551,2007,Unfurnished,Public,Moderate,236000
Bodija,Room,1,1,28,233,2004,Semi-Furnished,Public,Stable,270000
Agbowo,Self Contained,1,1,37,507,2022,Fully Furnished,Well,Stable,456000
Agbowo,Self Contained,1,1,38,300,2019,Unfurnished,Public,Moderate,376000
Oluyole,Mini Flat,1,2,48,332,2014,Semi-Furnished,Public,Stable,701000
Challenge,Room,1,1,22,654,1993,Semi-Furnished,Borehole,Moderate,213000
Challenge,Mini Flat,1,2,45,584,2007,Unfurnished,Well,Stable,423000
Challenge,3 Bedroom Flat,3,3,113,655,2022,Fully Furnished,Borehole,Stable,1114000
Ajibode,2 Bedroom Flat,2,2,94,485,2009,Unfurnished,Public,Moderate,715000
Bodija,3 Bedroom Flat,3,3,138,692,2010,Unfurnished,Borehole,Stable,1566000
Ajibode,3 Bedroom Flat,3,3,129,475,1990,Semi-Furnished,Borehole,Moderate,1181000
Bodija,3 Bedroom Flat,3,3,114,751,2023,Unfurnished,Well,Poor,1583000
Bodija,Room,1,1,21,612,1998,Semi-Furnished,Borehole,Stable,376000
Ring Road,2 Bedroom Flat,2,2,95,512,1990,Unfurnished,Borehole,Moderate,723000
Agbowo,Room,1,1,21,588,2016,Unfurnished,Borehole,Stable,219000
Ajibode,Self Contained,1,1,29,546,2004,Unfurnished,Borehole,Poor,256000
Ajibode,Self Contained,1,1,34,837,2013,Unfurnished,Borehole,Stable,346000
Challenge,3 Bedroom Flat,3,3,125,594,2014,Fully Furnished,Public,Moderate,1379000
Akobo,Mini Flat,1,2,54,549,2023,Unfurnished,Well,Moderate,604000
Ajibode,Self Contained,1,1,39,507,1999,Unfurnished,Well,Poor,305000
Ajibode,Self Contained,1,1,25,701,2019,Fully Furnished,Well,Moderate,506000
Oluyole,2 Bedroom Flat,2,2,85,677,2014,Unfurnished,Borehole,Stable,871000
Ajibode,2 Bedroom Flat,2,2,87,500,1992,Unfurnished,Borehole,Poor,892000
Mokola,Room,1,1,23,341,2011,Semi-Furnished,Well,Moderate,214000
Oluyole,Room,1,1,24,387,2013,Fully Furnished,Well,Moderate,287000
Ajibode,Self Contained,1,1,38,516,2016,Semi-Furnished,Public,Poor,403000
Ajibode,Room,1,1,29,792,2015,Unfurnished,Borehole,Moderate,193000
Ologuneru,Self Contained,1,1,39,504,2005,Semi-Furnished,Borehole,Moderate,321000
Agbowo,Room,1,1,18,443,1993,Semi-Furnished,Borehole,Moderate,232000
Agbowo,Self Contained,1,1,31,233,2012,Unfurnished,Well,Poor,382000
Mokola,3 Bedroom Flat,3,3,137,822,2008,Semi-Furnished,Borehole,Moderate,1138000
Apata,2 Bedroom Flat,2,2,75,652,2004,Semi-Furnished,Well,Stable,594000
Ologuneru,Room,1,1,19,693,2020,Unfurnished,Well,Moderate,154000
Challenge,Room,1,1,23,723,2013,Semi-Furnished,Well,Moderate,160000
Agbowo,Self Contained,1,1,35,520,2000,Fully Furnished,Borehole,Moderate,470000
Ajibode,Mini Flat,1,2,58,565,1999,Unfurnished,Borehole,Moderate,596000
Challenge,Self Contained,1,1,29,817,1997,Semi-Furnished,Borehole,Moderate,328000
Bodija,Room,1,1,27,582,1992,Unfurnished,Borehole,Moderate,276000
Agbowo,Self Contained,1,1,36,655,2008,Semi-Furnished,Well,Stable,375000
Ring Road,Room,1,1,27,706,1993,Unfurnished,Borehole,Moderate,201000
Ajibode,2 Bedroom Flat,2,2,92,665,2018,Unfurnished,Borehole,Stable,479000
Bodija,Mini Flat,1,2,63,526,2010,Fully Furnished,Public,Moderate,834000
Ajibode,Self Contained,1,1,35,543,1998,Unfurnished,Borehole,Poor,330000
Bodija,Mini Flat,1,2,50,689,2007,Unfurnished,Borehole,Stable,817000
Ajibode,Self Contained,1,1,34,689,2008,Unfurnished,Borehole,Stable,295000
Ajibode,Self Contained,1,1,26,760,2006,Unfurnished,Well,Poor,278000
Ajibode,Self Contained,1,1,39,649,2013,Unfurnished,Borehole,Poor,334000
Akobo,Self Contained,1,1,25,657,1995,Unfurnished,Borehole,Poor,402000
Challenge,Duplex,4,4,250,469,2020,Unfurnished,Well,Moderate,1745000
Akobo,2 Bedroom Flat,2,2,85,445,2016,Unfurnished,Well,Moderate,1153000
Ologuneru,2 Bedroom Flat,2,2,89,690,2023,Unfurnished,Well,Moderate,498000
Agbowo,Room,1,1,23,446,2016,Unfurnished,Borehole,Poor,198000
Agbowo,Self Contained,1,1,33,546,2016,Unfurnished,Borehole,Moderate,350000
Mokola,Self Contained,1,1,29,798,2001,Unfurnished,Well,Moderate,308000
Agbowo,Room,1,1,18,769,2018,Semi-Furnished,Borehole,Poor,238000
Ologuneru,Self Contained,1,1,34,604,1995,Semi-Furnished,Well,Moderate,206000
Ajibode,Room,1,1,21,496,1996,Unfurnished,Well,Stable,223000
Ologuneru,Room,1,1,23,527,1995,Semi-Furnished,Borehole,Stable,166000
Ajibode,2 Bedroom Flat,2,2,86,706,2008,Unfurnished,Borehole,Stable,686000
Ring Road,Mini Flat,1,2,56,543,2003,Unfurnished,Borehole,Stable,496000
Bodija,Mini Flat,1,2,50,449,2010,Semi-Furnished,Borehole,Moderate,793000
Ologuneru,Room,1,1,27,768,2003,Semi-Furnished,Borehole,Moderate,172000
Ajibode,Room,1,1,21,582,2003,Unfurnished,Well,Poor,189000
Bodija,Room,1,1,19,446,2021,Semi-Furnished,Borehole,Moderate,390000
Ologuneru,Room,1,1,18,636,2015,Unfurnished,Borehole,Moderate,178000
Bodija,Room,1,1,20,724,1992,Unfurnished,Borehole,Moderate,294000
Akobo,3 Bedroom Flat,3,3,130,368,2004,Unfurnished,Borehole,Moderate,1412000
Oluyole,2 Bedroom Flat,2,2,92,513,2010,Fully Furnished,Well,Moderate,1226000
Bodija,Room,1,1,23,505,2019,Unfurnished,Public,Moderate,265000
Akobo,Room,1,1,28,631,2003,Unfurnished,Borehole,Stable,286000
Akobo,3 Bedroom Flat,3,3,143,663,2017,Unfurnished,Borehole,Stable,1488000
Ring Road,Self Contained,1,1,26,450,1991,Unfurnished,Public,Moderate,249000
Ajibode,Self Contained,1,1,39,281,2011,Unfurnished,Well,Poor,263000
Agbowo,Self Contained,1,1,26,735,1996,Unfurnished,Borehole,Moderate,376000
Apata,Room,1,1,21,348,2021,Unfurnished,Well,Poor,164000
Ring Road,Self Contained,1,1,28,598,2005,Fully Furnished,Borehole,Stable,405000
Bodija,Mini Flat,1,2,62,526,1991,Unfurnished,Borehole,Moderate,615000
Akobo,Self Contained,1,1,34,579,2006,Unfurnished,Borehole,Stable,458000
Agbowo,2 Bedroom Flat,2,2,73,847,1992,Unfurnished,Borehole,Moderate,814000
Ajibode,Room,1,1,25,1096,2012,Unfurnished,Well,Stable,160000
Bodija,Mini Flat,1,2,55,255,2017,Unfurnished,Borehole,Poor,809000
Agbowo,Duplex,4,4,274,727,1997,Semi-Furnished,Borehole,Stable,2096000
Akobo,Room,1,1,24,521,2022,Fully Furnished,Well,Poor,356000
Ajibode,Self Contained,1,1,25,738,1993,Unfurnished,Borehole,Moderate,274000
Ologuneru,Mini Flat,1,2,47,722,1996,Semi-Furnished,Public,Moderate,452000
Ologuneru,Self Contained,1,1,25,803,2000,Fully Furnished,Borehole,Poor,318000
Oluyole,3 Bedroom Flat,3,3,130,601,1997,Unfurnished,Borehole,Moderate,1202000
Bodija,Self Contained,1,1,39,389,2009,Fully Furnished,Well,Poor,615000
Agbowo,Self Contained,1,1,30,716,2017,Unfurnished,Borehole,Poor,369000
Mokola,2 Bedroom Flat,2,2,90,571,2000,Semi-Furnished,Borehole,Poor,691000
Oluyole,Room,1,1,19,507,2011,Fully Furnished,Borehole,Stable,326000
Ajibode,2 Bedroom Flat,2,2,95,464,1995,Unfurnished,Borehole,Poor,677000
Ring Road,Room,1,1,23,731,1996,Unfurnished,Borehole,Stable,231000
Mokola,Self Contained,1,1,26,838,1999,Unfurnished,Borehole,Stable,302000
Apata,Self Contained,1,1,27,334,1993,Unfurnished,Well,Stable,250000
Oluyole,Self Contained,1,1,28,661,1998,Unfurnished,Public,Moderate,329000
Akobo,Room,1,1,29,482,2008,Semi-Furnished,Public,Moderate,316000
Agbowo,Room,1,1,22,285,2022,Fully Furnished,Well,Moderate,233000
Apata,Self Contained,1,1,31,576,2011,Semi-Furnished,Borehole,Poor,279000
Mokola,3 Bedroom Flat,3,3,155,400,1990,Semi-Furnished,Well,Moderate,1086000
Ajibode,2 Bedroom Flat,2,2,75,266,2010,Unfurnished,Well,Stable,614000
Ajibode,Self Contained,1,1,35,409,1996,Fully Furnished,Well,Moderate,401000
Agbowo,3 Bedroom Flat,3,3,125,365,1996,Fully Furnished,Borehole,Poor,1437000
Mokola,2 Bedroom Flat,2,2,87,433,2011,Unfurnished,Well,Poor,538000
Ologuneru,Self Contained,1,1,36,311,2002,Semi-Furnished,Borehole,Moderate,359000
Ajibode,Room,1,1,26,478,2012,Unfurnished,Borehole,Moderate,162000
Akobo,Mini Flat,1,2,64,421,2011,Fully Furnished,Borehole,Poor,916000
Agbowo,Self Contained,1,1,29,617,2015,Unfurnished,Borehole,Stable,324000
Ologuneru,Room,1,1,18,656,2007,Unfurnished,Borehole,Stable,181000
Mokola,Duplex,4,4,225,596,1996,Unfurnished,Public,Moderate,1579000
Mokola,3 Bedroom Flat,3,3,113,507,1991,Fully Furnished,Borehole,Moderate,1224000
Bodija,Self Contained,1,1,38,502,2008,Semi-Furnished,Well,Moderate,557000
Agbowo,Mini Flat,1,2,46,399,2003,Semi-Furnished,Borehole,Stable,683000
Agbowo,Mini Flat,1,2,55,403,2014,Semi-Furnished,Well,Stable,644000
Ajibode,3 Bedroom Flat,3,3,141,676,2022,Unfurnished,Borehole,Stable,1210000
Mokola,Self Contained,1,1,35,233,2009,Unfurnished,Borehole,Moderate,302000
Mokola,Self Contained,1,1,39,535,1994,Unfurnished,Borehole,Moderate,305000
Ologuneru,Room,1,1,21,491,2010,Unfurnished,Borehole,Poor,152000
Ologuneru,Room,1,1,18,657,2002,Unfurnished,Borehole,Stable,103000
Bodija,Self Contained,1,1,29,293,2003,Fully Furnished,Well,Poor,618000
Challenge,Room,1,1,19,552,2005,Unfurnished,Public,Poor,148000
Apata,Room,1,1,19,611,2017,Unfurnished,Borehole,Stable,167000
Mokola,Self Contained,1,1,26,207,1990,Semi-Furnished,Public,Stable,299000
Agbowo,Mini Flat,1,2,64,356,1991,Unfurnished,Borehole,Poor,473000
Bodija,Room,1,1,21,533,1997,Unfurnished,Borehole,Moderate,263000
Ajibode,2 Bedroom Flat,2,2,96,642,2002,Fully Furnished,Well,Poor,871000
Apata,Mini Flat,1,2,57,582,2008,Fully Furnished,Borehole,Poor,626000
Akobo,Mini Flat,1,2,61,650,1991,Semi-Furnished,Public,Poor,793000
Agbowo,2 Bedroom Flat,2,2,87,355,2020,Unfurnished,Public,Moderate,843000
Oluyole,Room,1,1,18,264,1999,Semi-Furnished,Borehole,Moderate,330000
Akobo,Room,1,1,23,565,1994,Semi-Furnished,Borehole,Stable,246000
Agbowo,2 Bedroom Flat,2,2,95,328,2012,Unfurnished,Borehole,Moderate,778000
Ajibode,2 Bedroom Flat,2,2,98,394,2019,Fully Furnished,Well,Moderate,984000
Oluyole,Room,1,1,26,717,2021,Semi-Furnished,Borehole,Stable,274000
Bodija,Mini Flat,1,2,46,584,1990,Semi-Furnished,Borehole,Moderate,701000
Challenge,Room,1,1,28,447,1992,Unfurnished,Borehole,Poor,185000
Bodija,Room,1,1,29,424,2019,Unfurnished,Well,Poor,288000
Mokola,Room,1,1,26,661,2017,Fully Furnished,Borehole,Stable,252000
Bodija,Room,1,1,28,588,2010,Semi-Furnished,Borehole,Moderate,313000
Akobo,Self Contained,1,1,25,331,2002,Unfurnished,Borehole,Poor,461000
Ring Road,2 Bedroom Flat,2,2,90,200,2015,Unfurnished,Borehole,Poor,699000
Agbowo,Self Contained,1,1,35,888,2019,Semi-Furnished,Borehole,Stable,396000
Ajibode,Room,1,1,23,329,2013,Unfurnished,Borehole,Moderate,159000
Ajibode,Room,1,1,22,644,1994,Semi-Furnished,Borehole,Stable,250000
Challenge,Room,1,1,28,821,2005,Semi-Furnished,Well,Stable,172000
Akobo,Room,1,1,29,576,2005,Unfurnished,Borehole,Moderate,257000
Oluyole,Self Contained,1,1,35,441,1999,Semi-Furnished,Borehole,Poor,432000
Ajibode,Self Contained,1,1,30,293,2007,Semi-Furnished,Borehole,Poor,360000
Ajibode,Room,1,1,21,290,2006,Unfurnished,Borehole,Stable,181000
Ajibode,Self Contained,1,1,27,617,2020,Semi-Furnished,Borehole,Moderate,389000
Agbowo,Room,1,1,24,811,2015,Unfurnished,Borehole,Poor,200000
Akobo,Mini Flat,1,2,63,478,2015,Unfurnished,Well,Poor,690000
Agbowo,Self Contained,1,1,31,449,2001,Semi-Furnished,Borehole,Stable,366000
Agbowo,Room,1,1,28,675,2007,Unfurnished,Well,Moderate,231000
Ring Road,Self Contained,1,1,30,426,2023,Fully Furnished,Borehole,Poor,393000
Agbowo,Room,1,1,18,599,2000,Unfurnished,Borehole,Moderate,250000
Bodija,Room,1,1,19,557,2019,Unfurnished,Well,Moderate,294000
Challenge,Room,1,1,18,476,2000,Fully Furnished,Public,Poor,207000
Agbowo,2 Bedroom Flat,2,2,91,547,1993,Unfurnished,Well,Moderate,626000
Akobo,Room,1,1,25,867,1999,Unfurnished,Public,Moderate,268000
Mokola,3 Bedroom Flat,3,3,110,658,2023,Semi-Furnished,Well,Moderate,1220000
Apata,Self Contained,1,1,37,746,2020,Unfurnished,Borehole,Moderate,259000
Ajibode,Room,1,1,25,384,2021,Semi-Furnished,Public,Poor,238000
Apata,Mini Flat,1,2,55,747,2017,Unfurnished,Well,Poor,409000
Bodija,Mini Flat,1,2,56,665,2021,Unfurnished,Well,Poor,752000
Agbowo,2 Bedroom Flat,2,2,74,280,2021,Fully Furnished,Borehole,Moderate,1042000
Bodija,Room,1,1,18,647,2006,Unfurnished,Well,Poor,289000
Ologuneru,2 Bedroom Flat,2,2,86,457,2023,Semi-Furnished,Borehole,Stable,747000
Bodija,2 Bedroom Flat,2,2,95,271,2010,Unfurnished,Well,Poor,976000
Agbowo,Room,1,1,19,573,2021,Unfurnished,Well,Stable,218000
Akobo,Self Contained,1,1,35,647,2023,Semi-Furnished,Borehole,Moderate,488000
Agbowo,Mini Flat,1,2,51,577,2023,Unfurnished,Well,Poor,573000
Ajibode,Room,1,1,29,530,1997,Semi-Furnished,Borehole,Moderate,269000
Ajibode,2 Bedroom Flat,2,2,70,490,2005,Unfurnished,Well,Poor,686000
Ajibode,Mini Flat,1,2,60,993,2012,Unfurnished,Public,Poor,522000
Ajibode,2 Bedroom Flat,2,2,96,337,2011,Unfurnished,Borehole,Stable,777000
Ajibode,Self Contained,1,1,34,707,2020,Semi-Furnished,Borehole,Moderate,348000
Akobo,Self Contained,1,1,39,552,2018,Fully Furnished,Well,Moderate,519000
Ajibode,Room,1,1,20,396,2008,Fully Furnished,Borehole,Stable,235000
Agbowo,Room,1,1,18,541,1998,Semi-Furnished,Borehole,Poor,263000
Ring Road,Mini Flat,1,2,62,299,1990,Unfurnished,Borehole,Moderate,502000
Bodija,3 Bedroom Flat,3,3,136,442,2022,Fully Furnished,Well,Moderate,1785000
Oluyole,Room,1,1,20,541,2006,Unfurnished,Well,Moderate,267000
Ajibode,Room,1,1,18,270,2015,Semi-Furnished,Borehole,Poor,227000
Ajibode,Room,1,1,21,641,2002,Unfurnished,Borehole,Stable,214000
Ajibode,Self Contained,1,1,27,376,1994,Unfurnished,Borehole,Moderate,293000
Ajibode,2 Bedroom Flat,2,2,86,288,2008,Unfurnished,Borehole,Poor,881000
Agbowo,Room,1,1,22,355,1998,Unfurnished,Public,Moderate,243000
Ajibode,Self Contained,1,1,36,941,1995,Semi-Furnished,Borehole,Poor,442000
Ajibode,Self Contained,1,1,25,200,2010,Fully Furnished,Well,Moderate,542000
Ajibode,2 Bedroom Flat,2,2,87,628,2011,Unfurnished,Well,Moderate,680000
Bodija,Room,1,1,18,414,1994,Semi-Furnished,Borehole,Moderate,350000
Ajibode,Room,1,1,23,486,2011,Fully Furnished,Borehole,Poor,248000
Agbowo,Self Contained,1,1,39,658,1996,Semi-Furnished,Borehole,Moderate,266000
Bodija,Self Contained,1,1,36,649,2015,Unfurnished,Public,Moderate,610000
Oluyole,Room,1,1,24,427,2014,Unfurnished,Well,Poor,244000
Ajibode,Mini Flat,1,2,60,305,1994,Unfurnished,Borehole,Stable,512000
Challenge,Mini Flat,1,2,48,661,2021,Unfurnished,Public,Stable,431000
Akobo,Room,1,1,18,649,1997,Semi-Furnished,Well,Moderate,260000
Ajibode,Self Contained,1,1,36,498,1998,Semi-Furnished,Borehole,Stable,412000
Ring Road,2 Bedroom Flat,2,2,83,629,2017,Unfurnished,Borehole,Poor,700000
Apata,2 Bedroom Flat,2,2,74,469,2009,Semi-Furnished,Borehole,Stable,694000
Ajibode,Room,1,1,29,401,1993,Semi-Furnished,Borehole,Stable,245000
Agbowo,2 Bedroom Flat,2,2,75,550,1992,Semi-Furnished,Borehole,Stable,1100000
Challenge,Room,1,1,25,643,2000,Unfurnished,Public,Moderate,181000
Challenge,Mini Flat,1,2,47,605,2018,Unfurnished,Public,Moderate,408000
Ajibode,Self Contained,1,1,36,641,2011,Unfurnished,Public,Stable,288000
Ajibode,3 Bedroom Flat,3,3,117,413,1997,Unfurnished,Well,Moderate,1171000
Agbowo,Mini Flat,1,2,46,834,2023,Semi-Furnished,Public,Poor,564000
Bodija,Room,1,1,22,488,2020,Unfurnished,Borehole,Moderate,303000
Akobo,Mini Flat,1,2,59,528,1993,Semi-Furnished,Borehole,Moderate,730000
Agbowo,Room,1,1,23,312,2004,Unfurnished,Public,Moderate,194000
Bodija,2 Bedroom Flat,2,2,83,515,2007,Unfurnished,Well,Moderate,893000
Challenge,Room,1,1,21,645,2000,Unfurnished,Well,Moderate,193000
Ajibode,Self Contained,1,1,39,687,2016,Semi-Furnished,Borehole,Poor,331000
Agbowo,Mini Flat,1,2,59,831,2008,Unfurnished,Borehole,Moderate,499000
Oluyole,Room,1,1,18,643,1998,Unfurnished,Well,Moderate,258000
Ring Road,Mini Flat,1,2,49,599,2014,Unfurnished,Public,Poor,550000
Bodija,Mini Flat,1,2,63,469,2011,Unfurnished,Well,Stable,686000
Bodija,Mini Flat,1,2,50,430,2012,Semi-Furnished,Public,Poor,842000
Ajibode,2 Bedroom Flat,2,2,91,724,1999,Unfurnished,Public,Moderate,812000
Bodija,Self Contained,1,1,27,721,2006,Unfurnished,Borehole,Stable,483000
Bodija,Room,1,1,23,356,2002,Unfurnished,Borehole,Poor,295000
Agbowo,Room,1,1,24,680,1993,Unfurnished,Well,Moderate,187000
Agbowo,Self Contained,1,1,34,667,2021,Semi-Furnished,Public,Poor,284000
Agbowo,Room,1,1,27,349,2017,Unfurnished,Well,Poor,257000
Ajibode,Mini Flat,1,2,56,647,2019,Fully Furnished,Borehole,Moderate,800000
Agbowo,Room,1,1,26,361,2010,Unfurnished,Well,Poor,208000
